"API and filesystem objectID","TMS report objectID","API and filesystem object number","TMS report object number","Title","Creator","dept","location on DRMC","has files","number of files","has dg component","component number"
"118606","118606","562.2004","562.2004","Six Boxes","Wood John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wood_John---Six_Boxes---562.2004---118606","Yes","1","Yes","562.2004.DG"
"118612","118612","565.2004","565.2004","Volunteer","Wood John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wood_John---Volunteer---565.2004---118612","Yes","1","Yes","565.2004.DG"
"88936","88936","480.2003","480.2003","Beta Nassau","Wyrzykowski Piotr","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wyrzkowski_Piotr---Beta_Nassau---480.2003---88936","Yes","1","Yes","480.2003.DG"
"130169","130169","958.1998.1-8","958.1998.1-8","Half Lies, Paper Illusions (Medias Mentiras, Ilusiones de Papel)","Cuevas Ximena","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Cuevas_Ximena---Half_Lies,_Paper_Illusions_(Medias_Mentiras,_Ilusiones_de_Papel)---958.1998.1-8---130169","Yes","1","Yes","958.1998.1-8.DG"
"120241","120241","665.1987","665.1987","Points in Space","Cunningham Merce","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Cunningham_Merce---Points_in_Space---665.1987---120241","Yes","1","Yes","665.1987.DG"
"120283","120283","547.1984","547.1984","Magnetic Rhyme","de la Casinière Jöelle","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/de_la_Casiniere_Joelle---Magnetic_Rhyme---547.1984---120283","Yes","2","Yes","547.1984.DG"
"118360","118360","742.1993","742.1993","Turn Here Sweet Corn","De Michiel Helen","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/De_Michiel_Helen---Turn_Here_Sweet_Corn---742.1993---118360","Yes","1","Yes","742.1993.DG"
"100116","100116","635.2005.a-b","635.2005.a-b","Dunking","DeNike Jen","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/DeNike_Jen---Dunking---635.2005.a-b---100116","Yes","1","Yes","635.2005.DG"
"100117","100117","636.2005.a-b","636.2005.a-b","Wrestling","DeNike Jen","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/DeNike_Jen---Wrestling---636.2005.a-b---100117","Yes","1","Yes","636.2005.DG"
"132421","132421","1655.2009","1655.2009","Transformer 1973/ 74","Sieverding Katharina","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Sieverding_Katharina---Transformer---1655_2009---132421","Yes","406","Yes","1655.2009.DG"
"167629","167629","213.2013.c","213.2013.c","Taiyo no tate (Sunstorm) Blue Flash/Green Flash","UNITED BROTHERS","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/UNITED_BROTHERS---TaiyonoTate(Sunstorm)---213_2013.c---167629","Yes","1","Yes","213.2013.c.DG"
"120142","","556.1984","","What Under the Sun?","Gusella Ernest","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Gusella_Ernest---What_Under_the_Sun?---556.1984---120142","Yes","1","No",""
"102792","","819.2006","","The Best Decision Ever Made","Miner Chris","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Miner_Chris---The_Best_Decision_Ever_Made---819.2006---102792","Yes","1","No",""
"122014","122014","1160.2008","1160.2008","Moonwalk","Liden Klara","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Liden_Klara---Moonwalk---1160.2008---122014","Yes","1","Yes","1160.2008.DG"
"118495","118495","1302.1999","1302.1999","The Red Tapes","Acconci Vito","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Acconci_Vito---The_Red_Tapes---1302.1999---118495","Yes","3","Yes","1302.1999.DG"
"120581","120581","1330.1999","1330.1999","No. 16, Barkhor South Street","Jinchuan Duan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Jinchuan_Duan---No._16,_Barkhor_South_Street---1330.1999---120581","Yes","2","Yes","1330.1999.DG"
"146272","146272","1635.2000","1635.2000","Continental Divide","Trockel Rosemarie","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Trockel_Rosemarie---Continental_Divide---1635.2000---146272","Yes","1","Yes","1635.2000.DG"
"118545","118545","1656.2000","1656.2000","Color Schemes","Cheang Shu Lea","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Cheang_Shu_Lea---Color_Schemes---1656.2000---118545","Yes","1","Yes","1656.2000.DG"
"120115","","1689.2000","","Greetings from Out Here","Spiro Ellen","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Spiro_Ellen---Greetings_from_Out_Here---1689.2000---120115","Yes","1","No",""
"120566","","1690.2000","","Roam Sweet Home","Spiro Ellen","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Spiro_Ellen---Roam_Sweet_Home---1690.2000---120566","Yes","1","No",""
"107332","107332","2640.2001","2640.2001","Patagonia","Boord Dan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Boord_Dan---Patagonia---2640.2001---107332","Yes","1","Yes","2640.2001.DG"
"130036","","CT48","","Desire (New Canadian Narrative, Program 9)","Ramsden Anne","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ramsden_Anne---Desire_(New_Canadian_Narrative,_Program_9)---CT48---130036","Yes","1","No",""
"129990","","CT22","","New Video: Japan, Program 2, pt. 2","Furuhashi Teiji","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Furuhashi_Teiji---New_Video_Japan,_Program_2,_pt._2---CT22---129990","Yes","1","No",""
"130198","130198","CT145","CT145","Video Works of Sadie Benning Vol. 1","Benning Sadie","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Benning_Sadie---Video_Works_of_Sadie_Benning_Vol._1---CT145---130198","Yes","1","Yes","CT145.DG"
"130122","","CT91","","Microchip al Chip/El Rojo Para Los Labios","Basulto Pablo","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Basulto_Pablo---Microchip_al_Chip:El_Rojo_Para_Los_Labios---CT91---130122","Yes","1","No",""
"167265","167265","235.2013","235.2013","Altered to Suit","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---Altered_to_Suit---235.2013---167265","Yes","1","Yes","235.2013.DG"
"167226","167226","224.2013","224.2013","Beached","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---Beached---224.2013---167226","Yes","1","Yes","224.2013.DG"
"130152","130152","CT156","CT156","JGLNG/Whistling","Blumberg Skip","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Blumberg_Skip---JGLNG:Whistling---CT156---130152","Yes","1","Yes","CT156.DG"
"167262","167262","232.2013","232.2013","Do You Believe in Water?","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---Do_You_Believe_in_Water?---232.2013---167262","Yes","1","Yes","232.2013.DG"
"167279","167279","248.2013","248.2013","Wind and the Willows - What's Our Hero To Do","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---Wind_and_the_Willows_-_What's_Our_Hero_To_Do---248.2013---167279","Yes","1","Yes","248.2013.DG"
"167276","167276","246.2013","246.2013","With a Grain of Salt: Part Three of Hearts and Helicopters","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---With_a_Grain_of_Salt_Part_Three_of_Hearts_and_Helicopters---246.2013---167276","Yes","1","Yes","246.2013.DG"
"107744","107744","F505","F505","Birthday Suit - with scars and defects","Steele Lisa","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Steele_Lisa---Birthday_Suit_-_with_scars_and_defects---F505---107744","Yes","1","Yes","F505.DG"
"120450","120450","1674.2000.1-3","1674.2000.1-3","The Trilogy","Henricks Nelson","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Henricks_Nelson---The_Trilogy---1674.2000.1-3---120450","Yes","1","Yes","1674.2000.1-3.DG"
"114457","","1160.2007","","Kings of the Hill","Bartana Yael","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Bartana_Yael---Kings_of_the_Hill---1160.2007---114457","Yes","1","No",""
"167270","167270","240.2013","240.2013","There But For","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---There_But_For---240.2013---167270","Yes","1","Yes","240.0213.DG"
"107469","","2644.2001","","The Old Place","Godard Jean-Luc","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Godard_Jean-Luc---The_Old_Place---2644.2001---107469","Yes","1","No",""
"120314","","461.2003","","Imitation of Life","Jennings Garth","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Jennings_Garth---Imitation_of_Life---461.2003---120314","Yes","1","No",""
"118373","","736.1994","","Prime Time in the Camps","Marker Chris","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Marker_Chris---Prime_Time_in_the_Camps---736.1994---118373","Yes","0","No",""
"98692","","532.2004","","Gentlemen","Payne Oliver","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Payne_Oliver---Gentlemen---532.2004---98692","Yes","0","No",""
"102828","","233.2006.a-b","","Big Business + The Making of Big Business","von Wedemeyer Clemens","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/von_Wedemeyer_Clemens---Big_Business_+_The_Making_of_Big_Business---233.2006.a-b---102828","Yes","0","No",""
"120244","","572.2004","","I Will Die","Zhenzhong Yang","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Zhenzhong_Yang---I_Will_Die---572.2004---120244","Yes","0","No",""
"118357","","735.1994.11","","Misogyny, or the Snares of Desire. Episode 11 of The Owl's Legacy (L'Heritage de la Chouette)","Marker Chris","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Marker_Chris---Misogyny,_or_the_Snares_of_Desire._Episode_11_of_The_Owl's_Legacy_(L'Heritage_de_la_Chouette)---735.1994.11---118357","Yes","0","No",""
"120368","","446.2003","","Guilty Conscience","Atwell Philip G.","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Atwell_Philip_G.---Guilty_Conscience---446.2003---120368","Yes","1","No",""
"118234","","541.1984","","California Stories","Buchanan Nancy","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Buchanan_Nancy---California_Stories---541.1984---118234","Yes","1","No",""
"130030","","CT18","","Music Video: The Industry and Its Fringes, Music Video Compilation Reel #3, 1985","Byrne David","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Byrne_David---Music_Video_The_Industry_and_Its_Fringes,_Music_Video_Compilation_Reel_#3,_1985---CT18---130030","Yes","1","No",""
"130029","","CT17","","Music Video: The Industry and Its Fringes, Music Video Compilation Reel #2, 1983 - 1984.","Anderson Laurie","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Anderson_Laurie---Music_Video_The_Industry_and_Its_Fringes,_Music_Video_Compilation_Reel_#2,_1983_-_1984.---CT17---130029","Yes","1","No",""
"129987","","CT19","","Lick My Decals Off Baby/Spotlight Kid","Captain Beefheart (Don Van Vliet)","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Captain_Beefheart_(Don_Van_Vliet)---Lick_My_Decals_Off_Baby:Spotlight_Kid---CT19---129987","Yes","1","No",""
"120356","","458.2003","","Star Guitar","Gondry Michel","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Gondry_Michel---Star_Guitar---458.2003---120356","Yes","1","No",""
"118597","","459.2003","","A Little Thought","Graham Rodney","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Graham_Rodney---A_Little_Thought---459.2003---118597","Yes","1","No",""
"120391","","460.2003","","I Walk the Earth","Hope Tim","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Hope_Tim---I_Walk_the_Earth---460.2003---120391","Yes","1","No",""
"114918","","254.2008.a-e","","Clap Magic","Isenstein Jamie","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Isenstein_Jamie---Clap_Magic---254.2008.a-e---114918","Yes","1","No",""
"125624","","1896.2008","","Kandor 13","Kelley Mike","Painting & Sculpture","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kelley_Mike---Kandor_13---1896.2008---125624","Yes","1","No",""
"102864","","555.2006","","Journey to the Moon","Kentridge William","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kentridge_William---Journey_to_the_Moon---555.2006---102864","Yes","1","No",""
"91763","","307.2004.a-c","","Learning the Flute","Kentridge William","Painting & Sculpture","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kentridge_William---Learning_the_Flute---307.2004.a-c---91763","Yes","1","No",""
"114304","","1178.2007","","Scene for New Heritage 2","Maljkovic David","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Maljkovic_David---Scene_for_New_Heritage_2---1178.2007---114304","Yes","1","No",""
"114305","","1179.2007","","Scene for New Heritage 3","Maljkovic David","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Maljkovic_David---Scene_for_New_Heritage_3---1179.2007---114305","Yes","1","No",""
"114303","","1180.2007","","Scene for New Heritage","Maljkovic David","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Maljkovic_David---Scene_for_New_Heritage---1180.2007---114303","Yes","1","No",""
"130105","130105","CT74","CT74","Last Bolshevik Part 1&2, Cat listening to Music","Marker Chris","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Marker_Chris---Last_Bolshevik_Part_1&2,_Cat_listening_to_Music---CT74---130105","Yes","3","Yes","CT74.DG"
"170621","","636.2013","","The Visitors","Kjartansson Ragnar","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kjartansson_Ragnar---The_Visitors---636.2013---170621","Yes","191","No",""
"165155","165155","637.2013","637.2013","My Voice Would Reach You","Koizumi Meiro","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Koizumi_Meiro---My_Voice_Would_Reach_You---637.2013---165155","Yes","6","Yes","637.2013.DG"
"179688","","70.2014","","Closed Circuit","Bacher Lutz","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Bacher_Lutz---Closed_Circuit---70.2014---179688","Yes","5","No",""
"118351","","735.1994.5","","Amnesia, or History on the March. Episode 5 of The Owl's Legacy (L'Heritage de la Chouette)","Marker Chris","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Marker_Chris---Amnesia,_or_History_on_the_March._Episode_5_of_The_Owl's_Legacy_(L'Heritage_de_la_Chouette)---735.1994.5---118351","Yes","1","No",""
"118355","","735.1994.9","","Cosmogony, or the Ways of the World. Episode 9 of The Owl's Legacy (L'Heritage de la Chouette)","Marker Chris","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Marker_Chris---Cosmogony,_or_the_Ways_of_the_World._Episode_9_of_The_Owl's_Legacy_(L'Heritage_de_la_Chouette)---735.1994.9---118355","Yes","1","No",""
"118349","","735.1994.3","","Democracy, or the City of Dreams. Episode 3 of The Owl's Legacy (L'Heritage de la Chouette)","Marker Chris","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Marker_Chris---Democracy,_or_the_City_of_Dreams._Episode_3_of_The_Owl's_Legacy_(L'Heritage_de_la_Chouette)---735.1994.3---118349","Yes","1","No",""
